target_pnc,target_name,all-associations,count-per-association
Augustus-Amthor,Philipp Amthor,affäre,1
Augustus-Amthor,Philipp Amthor,augustus intelligence,1
Augustus-Amthor,Philipp Amthor,es gab einen skandal als er für dies augustus-firma werbung gemacht hat,1
Augustus-Amthor,Philipp Amthor,jung,1
Augustus-Amthor,Philipp Amthor,eloquent,1
Augustus-Amthor,Philipp Amthor,unreif,1
Augustus-Amthor,Philipp Amthor,nervig,1
Augustus-Amthor,Philipp Amthor,überheblich,1
Augustus-Amthor,Philipp Amthor,cdu-witzfigur,1
Augustus-Amthor,Philipp Amthor,betrüger,1
Augustus-Amthor,Philipp Amthor,augustus-intelligence-affäre,1
BVB-Brandt,Julian Brandt,fußballspieler,3
BVB-Brandt,Julian Brandt,borussia dortmund,2
BVB-Brandt,Julian Brandt,bundesliga,2
BVB-Brandt,Julian Brandt,fußball,1
BVB-Brandt,Julian Brandt,erfolg,1
BVB-Brandt,Julian Brandt,stärke,1
BVB-Brandt,Julian Brandt,blond,1
BVB-Brandt,Julian Brandt,talentiert,1
BVB-Brandt,Julian Brandt,freistoß,1
BVB-Brandt,Julian Brandt,bvb,1
BVB-Brandt,Julian Brandt,talent,1
BVB-Brandt,Julian Brandt,dfb,1
BVB-Brandt,Julian Brandt,verpasstes potenzial,1
BVB-Brandt,Julian Brandt,sportliche leistungen,1
BVB-Brandt,Julian Brandt,vereinszugehörigkeit,1
BVB-Brandt,Julian Brandt,mittelfeld,1
BVB-Brandt,Julian Brandt,top,1
Banken-Steinbrück,Peer Steinbrück,enge kontakte zu banken,1
Banken-Steinbrück,Peer Steinbrück,korrupt,1
Banken-Steinbrück,Peer Steinbrück,spd-politiker,1
Banken-Steinbrück,Peer Steinbrück,auch sehr wirtschaftsnah,1
Banken-Steinbrück,Peer Steinbrück,nicht gerade humorvoller typ,1
Banken-Steinbrück,Peer Steinbrück,ing,1
Banken-Steinbrück,Peer Steinbrück,schlagfertig,1
Banken-Steinbrück,Peer Steinbrück,finanzminister,1
Banken-Steinbrück,Peer Steinbrück,bankhilfe,1
Banken-Steinbrück,Peer Steinbrück,eu,1
Banken-Steinbrück,Peer Steinbrück,geld,1
Banken-Steinbrück,Peer Steinbrück,kavallerie,1
Banken-Steinbrück,Peer Steinbrück,beinfreiheit,1
Banken-Steinbrück,Peer Steinbrück,spd,1
Banken-Steinbrück,Peer Steinbrück,minister,1
Banken-Steinbrück,Peer Steinbrück,hamburg,1
Banken-Steinbrück,Peer Steinbrück,schleswig-holstein,1
Banken-Steinbrück,Peer Steinbrück,bankenrettung,1
Banken-Steinbrück,Peer Steinbrück,katastrophenaktie,1
Banken-Steinbrück,Peer Steinbrück,wertlos,1
Banken-Steinbrück,Peer Steinbrück,geldverlust für viele anleger,1
Bienen-Söder,Markus Söder,bayern,4
Bienen-Söder,Markus Söder,csu,3
Bienen-Söder,Markus Söder,ministerpräsident,3
Bienen-Söder,Markus Söder,meinungsänderung,1
Bienen-Söder,Markus Söder,reaktionär,1
Bienen-Söder,Markus Söder,etwas prollig,1
Bienen-Söder,Markus Söder,volksinitiative,1
Bienen-Söder,Markus Söder,rettung der bienen,1
Bienen-Söder,Markus Söder,aggressiv,1
Bienen-Söder,Markus Söder,unmöglich,1
Bienen-Söder,Markus Söder,laut,1
Bienen-Söder,Markus Söder,nervig,1
Bienen-Söder,Markus Söder,poltiker,1
Bienen-Söder,Markus Söder,naturverbunden,1
Bienen-Söder,Markus Söder,traditionell,1
Bienen-Söder,Markus Söder,fleißig,1
Bierdeckel-Merz,Friedrich Merz,cdu,2
Bierdeckel-Merz,Friedrich Merz,blackrock,2
Bierdeckel-Merz,Friedrich Merz,cdu-vorsitzender,2
Bierdeckel-Merz,Friedrich Merz,politiker,1
Bierdeckel-Merz,Friedrich Merz,wollte die steuern derart vereinfachen dass eine steuererklärung auf einen bierdeckel passt,1
Bierdeckel-Merz,Friedrich Merz,guter gedanke,1
Bierdeckel-Merz,Friedrich Merz,umfaller,1
Bierdeckel-Merz,Friedrich Merz,kann sich nicht durchsetzen,1
Bierdeckel-Merz,Friedrich Merz,er wollte dass die steuereklärung auf einen bierdeckel passt,1
Bierdeckel-Merz,Friedrich Merz,fehlgeschlagen,1
Bierdeckel-Merz,Friedrich Merz,steuervereinfachung,1
Bierdeckel-Merz,Friedrich Merz,sagt was er denkt,1
Bierdeckel-Merz,Friedrich Merz,unbequem,1
Bierdeckel-Merz,Friedrich Merz,steuerklärung,1
Bierdeckel-Merz,Friedrich Merz,einfachheit,1
Bierdeckel-Merz,Friedrich Merz,steuerreform,1
Bierdeckel-Merz,Friedrich Merz,kirchhoff,1
Bierdeckel-Merz,Friedrich Merz,mehr belastungen,1
Bierdeckel-Merz,Friedrich Merz,steuern,1
Bierdeckel-Merz,Friedrich Merz,populist,1
Bierdeckel-Merz,Friedrich Merz,generalsekretär,1
Bierdeckel-Merz,Friedrich Merz,alter mann,1
Bierdeckel-Merz,Friedrich Merz,übergriffig,1
Bierdeckel-Merz,Friedrich Merz,vereinfachte steuererklärung,1
Bierdeckel-Merz,Friedrich Merz,zukünftiger kanzler,1
Bierzelt-Söder,Markus Söder,bayern,8
Bierzelt-Söder,Markus Söder,oktoberfest,3
Bierzelt-Söder,Markus Söder,csu,2
Bierzelt-Söder,Markus Söder,ministerpräsident,2
Bierzelt-Söder,Markus Söder,bier,2
Bierzelt-Söder,Markus Söder,politik,1
Bierzelt-Söder,Markus Söder,unsympathisch,1
Bierzelt-Söder,Markus Söder,alkoholiker,1
Bierzelt-Söder,Markus Söder,niedriges niveau,1
Bierzelt-Söder,Markus Söder,redet unsinn,1
Bierzelt-Söder,Markus Söder,man weiß dass er gerne öfters bier trinkt,1
Bierzelt-Söder,Markus Söder,cdu-politiker,1
Bierzelt-Söder,Markus Söder,kreuz in der kirche,1
Bierzelt-Söder,Markus Söder,weil er aus bayern kommt,1
Bierzelt-Söder,Markus Söder,wirkt sehr bayrisch,1
Bierzelt-Söder,Markus Söder,etwas humorvoller als andere aus bayern,1
Bierzelt-Söder,Markus Söder,feiern,1
Bierzelt-Söder,Markus Söder,aiwanger,1
Bierzelt-Söder,Markus Söder,politiker,1
Bierzelt-Söder,Markus Söder,wiesen,1
Bierzelt-Söder,Markus Söder,bierzelt-wahlkampf,1
Bierzelt-Söder,Markus Söder,bayrischer ministerpräsident,1
Bierzelt-Söder,Markus Söder,populismus,1
Bierzelt-Söder,Markus Söder,alkohol,1
Bierzelt-Söder,Markus Söder,franken,1
Bierzelt-Söder,Markus Söder,stammtisch,1
Bierzelt-Söder,Markus Söder,möchtegern-kanzler,1
Bierzelt-Söder,Markus Söder,ministerpräsident bayern,1
Bierzelt-Söder,Markus Söder,oft und gerne teilnehmer in bierzelten,1
Bierzelt-Söder,Markus Söder,durchführung von wahlkämpfen in bierzelten,1
Bierzelt-Söder,Markus Söder,fest,1
Bimbes-Kohl,Helmut Kohl,spendenaffäre,3
Bimbes-Kohl,Helmut Kohl,politik,2
Bimbes-Kohl,Helmut Kohl,cdu,2
Bimbes-Kohl,Helmut Kohl,kanzler,2
Bimbes-Kohl,Helmut Kohl,saumagen,2
Bimbes-Kohl,Helmut Kohl,stottern,1
Bimbes-Kohl,Helmut Kohl,alt,1
Bimbes-Kohl,Helmut Kohl,ehemaliger kanzler,1
Bimbes-Kohl,Helmut Kohl,für 16 jahre,1
Bimbes-Kohl,Helmut Kohl,hat merkel mein mädchen genannt,1
Bimbes-Kohl,Helmut Kohl,korruption,1
Bimbes-Kohl,Helmut Kohl,geld,1
Bimbes-Kohl,Helmut Kohl,wende,1
Bimbes-Kohl,Helmut Kohl,wiedervereinigung,1
Bimbes-Kohl,Helmut Kohl,hannelore,1
Bimbes-Kohl,Helmut Kohl,ex-bundeskanzler,1
Bimbes-Kohl,Helmut Kohl,verstorben,1
Bimbes-Kohl,Helmut Kohl,pfalz,1
Bimbes-Kohl,Helmut Kohl,deftig,1
Bimbes-Kohl,Helmut Kohl,groß,1
Bimbes-Kohl,Helmut Kohl,parteispenden,1
Bimbes-Kohl,Helmut Kohl,altkanzler,1
Bimbes-Kohl,Helmut Kohl,birne,1
Bimbes-Kohl,Helmut Kohl,genscher,1
Bimbes-Kohl,Helmut Kohl,geißler,1
Bimbes-Kohl,Helmut Kohl,ehemaliger bundeskanzler,1
Bimbes-Kohl,Helmut Kohl,schwarze kassen,1
Bimbes-Kohl,Helmut Kohl,spendeaffäre,1
Bimbes-Schäuble,Wolfgang Schäuble,cdu,5
Bimbes-Schäuble,Wolfgang Schäuble,spendenaffäre,3
Bimbes-Schäuble,Wolfgang Schäuble,finanzminister,2
Bimbes-Schäuble,Wolfgang Schäuble,rollstuhl,2
Bimbes-Schäuble,Wolfgang Schäuble,parteispendenaffäre,1
Bimbes-Schäuble,Wolfgang Schäuble,korruption,1
Bimbes-Schäuble,Wolfgang Schäuble,alte schule,1
Bimbes-Schäuble,Wolfgang Schäuble,verlässlich,1
Bimbes-Schäuble,Wolfgang Schäuble,spendenskandal,1
Bimbes-Schäuble,Wolfgang Schäuble,neoliberal,1
Bimbes-Schäuble,Wolfgang Schäuble,spd,1
Bimbes-Schäuble,Wolfgang Schäuble,spendenaffäre helmut kohl,1
Bimbes-Schäuble,Wolfgang Schäuble,cdu-politiker,1
Bimbes-Schäuble,Wolfgang Schäuble,schwarze kassen,1
Bimbes-Schäuble,Wolfgang Schäuble,ehemaliger cdu politiker,1
Bimbes-Schäuble,Wolfgang Schäuble,ex-wirtschaftsminister,1
Bimbes-Schäuble,Wolfgang Schäuble,minister,1
Bimbes-Schäuble,Wolfgang Schäuble,schwarzgeld,1
Bimbes-Schäuble,Wolfgang Schäuble,helmut kohl,1
Bimbes-Schäuble,Wolfgang Schäuble,saß im rollstuhl,1
Bimbes-Schäuble,Wolfgang Schäuble,auf ihn wurde ein attentat verübt,1
Bimbes-Schäuble,Wolfgang Schäuble,ehemaliger bundestags-präsident,1
Bimbes-Schäuble,Wolfgang Schäuble,attentat,1
BlackRock-Merz,Friedrich Merz,reich,4
BlackRock-Merz,Friedrich Merz,cdu,4
BlackRock-Merz,Friedrich Merz,korrupt,1
BlackRock-Merz,Friedrich Merz,connections zu blackrock,1
BlackRock-Merz,Friedrich Merz,hat auch mal sein in buch geschrieben,1
BlackRock-Merz,Friedrich Merz,ist ein wenig populistisch,1
BlackRock-Merz,Friedrich Merz,mag sich selbst gern reden,1
BlackRock-Merz,Friedrich Merz,weil er dort vielleicht einen aufsichtsratposten hat,1
BlackRock-Merz,Friedrich Merz,spießig,1
BlackRock-Merz,Friedrich Merz,schlechte laune-typ,1
BlackRock-Merz,Friedrich Merz,raffgierig,1
BlackRock-Merz,Friedrich Merz,arrogant,1
BlackRock-Merz,Friedrich Merz,spalter,1
BlackRock-Merz,Friedrich Merz,konservativ-rechts,1
BlackRock-Merz,Friedrich Merz,politiker,1
BlackRock-Merz,Friedrich Merz,management blackrock,1
BlackRock-Merz,Friedrich Merz,korruption,1
BlackRock-Merz,Friedrich Merz,abgehoben,1
BlackRock-Merz,Friedrich Merz,flugzeug,1
BlackRock-Merz,Friedrich Merz,privatflugzeug,1
BlackRock-Merz,Friedrich Merz,glatze,1
BlackRock-Merz,Friedrich Merz,sauerland,1
BlackRock-Merz,Friedrich Merz,polemik,1
BlackRock-Merz,Friedrich Merz,peinliche äußerungen,1
BlackRock-Merz,Friedrich Merz,finanzinvestor,1
BlackRock-Merz,Friedrich Merz,teilnehmer einer der reichsten investmentfirmen in der welt,1
BlackRock-Merz,Friedrich Merz,einflussreich,1
BlackRock-Merz,Friedrich Merz,kapitalistisch,1
BlackRock-Merz,Friedrich Merz,shareholder,1
Bomb-Obama,Barack Obama,krieg,2
Bomb-Obama,Barack Obama,irak,2
Bomb-Obama,Barack Obama,nahostprobleme,1
Bomb-Obama,Barack Obama,lügen,1
Bomb-Obama,Barack Obama,kriegsverbrechen,1
Bomb-Obama,Barack Obama,ehemaliger us-präsident,1
Bomb-Obama,Barack Obama,afghanistan-krieg,1
Bomb-Obama,Barack Obama,bombenangriff,1
Bomb-Obama,Barack Obama,bombe,1
Bomb-Obama,Barack Obama,saddam,1
Bomb-Obama,Barack Obama,us-präsident,1
Bomb-Obama,Barack Obama,drohnen,1
Bomb-Obama,Barack Obama,democrats,1
Bomb-Obama,Barack Obama,syrien,1
Bomb-Obama,Barack Obama,"""last-resort""-krieg",1
Bomb-Obama,Barack Obama,anti-krieg,1
Bomb-Obama,Barack Obama,drohnenkrieg,1
Bomb-Obama,Barack Obama,bombardierungen,1
Bomben-Fischer,Joschka Fischer,joschi,1
Bomben-Fischer,Joschka Fischer,turnschuhe,1
Bomben-Fischer,Joschka Fischer,verlogen,1
Bomben-Fischer,Joschka Fischer,kriegstreiber,1
Bomben-Fischer,Joschka Fischer,kosovokrieg,1
Bomben-Fischer,Joschka Fischer,fundis-realos,1
Bomben-Fischer,Joschka Fischer,zeitenwende,1
Bomben-Fischer,Joschka Fischer,grüner politiker,1
Bomben-Fischer,Joschka Fischer,unangenhem,1
Bomben-Fischer,Joschka Fischer,ahnungslos,1
Bomben-Fischer,Joschka Fischer,weil er im kosovokrieg für einen militäreinsatz war,1
Bomben-Fischer,Joschka Fischer,außenminister,1
Bomben-Fischer,Joschka Fischer,grüne,1
Bomben-Fischer,Joschka Fischer,pershing,1
Bonusmeilen-Özdemir,Cem Özdemir,landwirtschaftsminister,4
Bonusmeilen-Özdemir,Cem Özdemir,grüne,3
Bonusmeilen-Özdemir,Cem Özdemir,politiker,2
Bonusmeilen-Özdemir,Cem Özdemir,bonusmeilen-affäre,2
Bonusmeilen-Özdemir,Cem Özdemir,agrarminister,2
Bonusmeilen-Özdemir,Cem Özdemir,privatflüge,1
Bonusmeilen-Özdemir,Cem Özdemir,glaubwürdigkeit,1
Bonusmeilen-Özdemir,Cem Özdemir,umweltpolitik,1
Bonusmeilen-Özdemir,Cem Özdemir,image,1
Bonusmeilen-Özdemir,Cem Özdemir,fundamentalistisch,1
Bonusmeilen-Özdemir,Cem Özdemir,oberflächlich,1
Bonusmeilen-Özdemir,Cem Özdemir,undurchdacht,1
Bonusmeilen-Özdemir,Cem Özdemir,rücktritt aus bundestag nach bonusmeilenaffäre,1
Bonusmeilen-Özdemir,Cem Özdemir,lufthansa,1
Bonusmeilen-Özdemir,Cem Özdemir,bonusmeilen für privatflüge genutzt,1
Bonusmeilen-Özdemir,Cem Özdemir,die grünen,1
Bonusmeilen-Özdemir,Cem Özdemir,gregor gysi,1
Bonusmeilen-Özdemir,Cem Özdemir,grün,1
Bonusmeilen-Özdemir,Cem Özdemir,transatlantiker,1
Bonusmeilen-Özdemir,Cem Özdemir,agenda,1
Bonusmeilen-Özdemir,Cem Özdemir,türkischstämmig,1
Bonusmeilen-Özdemir,Cem Özdemir,dienstliche bonusmeilen privat genutzt,1
Bonusmeilen-Özdemir,Cem Özdemir,grünen-politiker,1
Bonusmeilen-Özdemir,Cem Özdemir,nehmermentalität der politiker,1
Bonusmeilen-Özdemir,Cem Özdemir,durch lufthansabonusmeilen-affäre medial bekannt,1
Bonusmeilen-Özdemir,Cem Özdemir,mitglied der grünen,1
Bonusmeilen-Özdemir,Cem Özdemir,bundestag,1
Bonusmeilen-Özdemir,Cem Özdemir,private vorteile,1
Bonusmeilen-Özdemir,Cem Özdemir,grüner,1
Bonusmeilen-Özdemir,Cem Özdemir,"erfinder des ""fleisch-cents""",1
Bonusmeilen-Özdemir,Cem Özdemir,bündnis 90/grüne,1
Bonusmeilen-Özdemir,Cem Özdemir,private nutzung dienstlich erlangter bonusmeilen,1
Bratwurst-Bobic,Fredi Bobic,hertha,1
Bratwurst-Bobic,Fredi Bobic,frankfurt,1
Bratwurst-Bobic,Fredi Bobic,bolton,1
Bratwurst-Bobic,Fredi Bobic,hannover,1
Bratwurst-Bobic,Fredi Bobic,ex-fußball-profi,1
Bratwurst-Bobic,Fredi Bobic,teammanager,1
Bratwurst-Bobic,Fredi Bobic,interview,1
Bratwurst-Bobic,Fredi Bobic,fußball,1
Bratwurst-Bobic,Fredi Bobic,wut,1
Brioni-Schröder,Gerhard Schröder,gerdshow,1
Brioni-Schröder,Gerhard Schröder,gas-gerd,1
Brioni-Schröder,Gerhard Schröder,sozialdemokrat,1
Brioni-Schröder,Gerhard Schröder,4 ehefrauen,1
Brioni-Schröder,Gerhard Schröder,altkanzler,1
Brioni-Schröder,Gerhard Schröder,russenfreund,1
Brioni-Schröder,Gerhard Schröder,schande für deutschland,1
Brioni-Schröder,Gerhard Schröder,bundeskanzler,1
Brioni-Schröder,Gerhard Schröder,spd,1
Brioni-Schröder,Gerhard Schröder,luxusklamotten,1
Brioni-Schröder,Gerhard Schröder,abhängigkeit,1
Burda-Spahn,Jens Spahn,cdu,4
Burda-Spahn,Jens Spahn,corona,4
Burda-Spahn,Jens Spahn,gesundheitsminister,3
Burda-Spahn,Jens Spahn,korruption,2
Burda-Spahn,Jens Spahn,ehemaliger gesundheitsminister,2
Burda-Spahn,Jens Spahn,lobbyismus,1
Burda-Spahn,Jens Spahn,spd,1
Burda-Spahn,Jens Spahn,eigensinnig,1
Burda-Spahn,Jens Spahn,engstirnig,1
Burda-Spahn,Jens Spahn,narzisstisch,1
Burda-Spahn,Jens Spahn,oberflächlich,1
Burda-Spahn,Jens Spahn,ffp2-maskenskandal,1
Burda-Spahn,Jens Spahn,gesundheitspolitik,1
Burda-Spahn,Jens Spahn,maskendeals,1
Burda-Spahn,Jens Spahn,schwul,1
Burda-Spahn,Jens Spahn,vetternwirtschaft,1
Burda-Spahn,Jens Spahn,demokratiefeindlich,1
Burda-Spahn,Jens Spahn,früherer gesundheitsminister,1
Burda-Spahn,Jens Spahn,maskenaffäre,1
Burda-Spahn,Jens Spahn,ehemann,1
Burda-Spahn,Jens Spahn,cdu-mitglied,1
Burda-Spahn,Jens Spahn,lobbyist,1
Burda-Spahn,Jens Spahn,ex-minister,1
Burda-Spahn,Jens Spahn,pandemie,1
Burda-Spahn,Jens Spahn,masken-deal,1
Burda-Spahn,Jens Spahn,bereicherung,1
Burda-Spahn,Jens Spahn,ex-gesundheits-minister,1
Burda-Spahn,Jens Spahn,brillenträger,1
Burda-Spahn,Jens Spahn,maskenskandal,1
Bätschi-Nahles,Andrea Nahles,politik,1
Bätschi-Nahles,Andrea Nahles,schlagfertig,1
Bätschi-Nahles,Andrea Nahles,bätschi-moment,1
Bätschi-Nahles,Andrea Nahles,pippi-langstrumpf,1
Bätschi-Nahles,Andrea Nahles,bundestagsrede,1
Bätschi-Nahles,Andrea Nahles,bundesagentur für arbeit,1
Bätschi-Nahles,Andrea Nahles,politische persönlichkeit,1
Bätschi-Nahles,Andrea Nahles,spd,1
Bätschi-Nahles,Andrea Nahles,kontroverse aussagen,1
CDU-Laschet,Armin Laschet,kanzlerkandidat,5
CDU-Laschet,Armin Laschet,politiker,3
CDU-Laschet,Armin Laschet,nrw,2
CDU-Laschet,Armin Laschet,ministerpräsident,2
CDU-Laschet,Armin Laschet,cdu,2
CDU-Laschet,Armin Laschet,cdu-mitglied,2
CDU-Laschet,Armin Laschet,bundestagsabgeordneter cdu,1
CDU-Laschet,Armin Laschet,früherer ministerpräsident nrw,1
CDU-Laschet,Armin Laschet,fast bundeskanzler,1
CDU-Laschet,Armin Laschet,verlierer,1
CDU-Laschet,Armin Laschet,konservativ,1
CDU-Laschet,Armin Laschet,flutkatastrophe,1
CDU-Laschet,Armin Laschet,scheitern,1
CDU-Laschet,Armin Laschet,lacht über flut,1
CDU-Laschet,Armin Laschet,inkompetent,1
CDU-Laschet,Armin Laschet,ist ministerpräsident,1
CDU-Laschet,Armin Laschet,prollig,1
CDU-Laschet,Armin Laschet,typ von nebenan,1
CDU-Laschet,Armin Laschet,union,1
CDU-Laschet,Armin Laschet,schleimig,1
CDU-Laschet,Armin Laschet,lügen,1
CDU-Laschet,Armin Laschet,nordrhein-westfalen,1
CDU-Laschet,Armin Laschet,korruption,1
CDU-Laschet,Armin Laschet,kanzlerkanditat,1
CDU-Laschet,Armin Laschet,cdu-vorsitzender,1
CDU-Laschet,Armin Laschet,köln,1
CDU-Laschet,Armin Laschet,lachen bei flutkatastrophe,1
CDU-Laschet,Armin Laschet,bekannt,1
CDU-Laschet,Armin Laschet,stellvertretend,1
CDU-Laschet,Armin Laschet,spitzenkandidat,1
CDU-Laschet,Armin Laschet,bundestagswahl,1
CDU-Laschet,Armin Laschet,inkompetenz,1
CDU-Laschet,Armin Laschet,blaß,1
CDU-Laschet,Armin Laschet,unerfolgreich,1
CDU-Laschet,Armin Laschet,wahl-niederlage,1
CDU-Scholz,Olaf Scholz,spd,6
CDU-Scholz,Olaf Scholz,bundeskanzler,3
CDU-Scholz,Olaf Scholz,still,2
CDU-Scholz,Olaf Scholz,konservativer politischer kurs,1
CDU-Scholz,Olaf Scholz,pragmatisch,1
CDU-Scholz,Olaf Scholz,wirtschaftspolitik,1
CDU-Scholz,Olaf Scholz,kritik,1
CDU-Scholz,Olaf Scholz,nordisch,1
CDU-Scholz,Olaf Scholz,keine führungskraft,1
CDU-Scholz,Olaf Scholz,schlechtes gedächtnis,1
CDU-Scholz,Olaf Scholz,nähert sich mit seinen aussagen der cdu an,1
CDU-Scholz,Olaf Scholz,cum-ex-skandal,1
CDU-Scholz,Olaf Scholz,zögerlich,1
CDU-Scholz,Olaf Scholz,olaf schäuble,1
CDU-Scholz,Olaf Scholz,hamburg,1
CDU-Scholz,Olaf Scholz,cum-ex,1
CDU-Scholz,Olaf Scholz,korrupt,1
CDU-Scholz,Olaf Scholz,leise,1
CDU-Scholz,Olaf Scholz,grinsen,1
CDU-Scholz,Olaf Scholz,deutscher bundeskanzler,1
CDU-Scholz,Olaf Scholz,gleiche politik wie cdu,1
CDU-Scholz,Olaf Scholz,deutscher kanzler,1
CDU-Scholz,Olaf Scholz,spd-mitglied,1
CDU-Scholz,Olaf Scholz,ehemaliger hamburger bürgermeister,1
CDU-Scholz,Olaf Scholz,cum-ex-affäre,1
CDU-Scholz,Olaf Scholz,nicht-anwesender bundeskanzler,1
CDU-Scholz,Olaf Scholz,kritik nach abhörskandal in der luftwaffe,1
Change-Obama,Barack Obama,präsident,2
Change-Obama,Barack Obama,hoffnung,2
Change-Obama,Barack Obama,yes we can,2
Change-Obama,Barack Obama,aufregend,1
Change-Obama,Barack Obama,zukunftsorientiert,1
Change-Obama,Barack Obama,veränderung,1
Change-Obama,Barack Obama,us-präsident,1
Change-Obama,Barack Obama,wahlkampf,1
Change-Obama,Barack Obama,friedensnobelpreis,1
Change-Obama,Barack Obama,democrats,1
Change-Obama,Barack Obama,zitat,1
Change-Obama,Barack Obama,change!-biografie,1
Change-Obama,Barack Obama,politischer wandel,1
Change-Obama,Barack Obama,amerikanische präsidentschaft,1
Change-Obama,Barack Obama,historische bedeutung,1
Change-Obama,Barack Obama,politiker,1
Change-Obama,Barack Obama,neue gedanken,1
Change-Obama,Barack Obama,reformen,1
Change-Obama,Barack Obama,krankenversicherungen,1
Change-Obama,Barack Obama,soziale gerechtigkeit,1
Change-Obama,Barack Obama,"wahlkampfmotto ""change we can believe in""",1
Change-Obama,Barack Obama,symbol für hoffnung und wandel,1
Change-Obama,Barack Obama,verkörperung des versprechens auf einen neuanfang,1
Change-Obama,Barack Obama,politische kampagne für progressive veränderungen,1
Change-Obama,Barack Obama,erste afroamerikanische präsidentschaftskandidatur in den usa,1
Change-Obama,Barack Obama,be the change,1
Crush-Ramelow,Bodo Ramelow,er spielte mal candy crush im landtag,1
Crush-Ramelow,Bodo Ramelow,linke,1
Crush-Ramelow,Bodo Ramelow,gelangweilter typ,1
Crush-Ramelow,Bodo Ramelow,candy crush,1
Crush-Ramelow,Bodo Ramelow,twitter,1
Crush-Ramelow,Bodo Ramelow,rekord,1
Crush-Ramelow,Bodo Ramelow,handyspiele,1
Crush-Ramelow,Bodo Ramelow,süchtig,1
Crush-Ramelow,Bodo Ramelow,peinlich,1
Crush-Ramelow,Bodo Ramelow,bundeswehr,1
Crush-Ramelow,Bodo Ramelow,berlin,1
Crush-Ramelow,Bodo Ramelow,neukölln,1
Crush-Ramelow,Bodo Ramelow,ministerpräsident thüringen,1
Crush-Ramelow,Bodo Ramelow,ist ein tile-matching-spiel eine erlaubte entspannungsübung für seriöse menschen bei mehr oder minder wichtigen besprechungen,1
Dahlem-Spahn,Jens Spahn,cdu,2
Dahlem-Spahn,Jens Spahn,reich,1
Dahlem-Spahn,Jens Spahn,korruption,1
Dahlem-Spahn,Jens Spahn,wohnort,1
Dahlem-Spahn,Jens Spahn,politik,1
Dahlem-Spahn,Jens Spahn,verbindung zu wohlhabenden vierteln,1
Dahlem-Spahn,Jens Spahn,immobilienaffäre,1
Dahlem-Spahn,Jens Spahn,corona,1
Dahlem-Spahn,Jens Spahn,ehemaliger gesundheitsminister,1
Dahlem-Spahn,Jens Spahn,covid,1
Dahlem-Spahn,Jens Spahn,masken,1
Dahlem-Spahn,Jens Spahn,maßnahmen,1
Dahlem-Spahn,Jens Spahn,umzug,1
Dahlem-Spahn,Jens Spahn,verkauf von villa,1
Dahlem-Spahn,Jens Spahn,millionenverkauf,1
Dahlem-Spahn,Jens Spahn,viertel,1
Dahlem-Spahn,Jens Spahn,assoziation,1
Dahlem-Spahn,Jens Spahn,politisch,1
Demenz-Scholz,Olaf Scholz,bundeskanzler,8
Demenz-Scholz,Olaf Scholz,wirecard,4
Demenz-Scholz,Olaf Scholz,vergesslich,3
Demenz-Scholz,Olaf Scholz,vergesslichkeit,2
Demenz-Scholz,Olaf Scholz,skandal,2
Demenz-Scholz,Olaf Scholz,kanzler,2
Demenz-Scholz,Olaf Scholz,cum-ex-affäre,2
Demenz-Scholz,Olaf Scholz,korrupt,2
Demenz-Scholz,Olaf Scholz,steuerhinterziehung,2
Demenz-Scholz,Olaf Scholz,untersuchungsausschuss,1
Demenz-Scholz,Olaf Scholz,interview-scheu,1
Demenz-Scholz,Olaf Scholz,kann sich nicht mehr erinnern,1
Demenz-Scholz,Olaf Scholz,dubiose bankgeschäfte,1
Demenz-Scholz,Olaf Scholz,alt,1
Demenz-Scholz,Olaf Scholz,hamburg,1
Demenz-Scholz,Olaf Scholz,erster bürgermeister,1
Demenz-Scholz,Olaf Scholz,erinnerungslücken,1
Demenz-Scholz,Olaf Scholz,spd,1
Demenz-Scholz,Olaf Scholz,cum-ex,1
Demenz-Scholz,Olaf Scholz,brechmittel,1
Demenz-Scholz,Olaf Scholz,olaf schäuble,1
Demenz-Scholz,Olaf Scholz,etwas langsamer typ,1
Demenz-Scholz,Olaf Scholz,nicht allzu wortgewandt,1
Demenz-Scholz,Olaf Scholz,erinnert sich nicht an betrug,1
Demenz-Scholz,Olaf Scholz,peinlich,1
Demenz-Scholz,Olaf Scholz,selektives vergessen,1
Demenz-Scholz,Olaf Scholz,illegal,1
Demenz-Scholz,Olaf Scholz,wirecard-skandal,1
Demenz-Scholz,Olaf Scholz,ehemaliger bürgermeister hamburgs,1
