target_pnc;target_name;first-association;count-per-first-association;all-associations;count-per-association;total-count-associations;perception;perception-median;perception-avg;age;percentage-known;cleaned-first;cleaned-associations;annotator_count;all_ages;origin
Ehrenwort-Kohl;Helmut Kohl;['cdu', 'bundeskanzler', 'integrität', 'legende', 'kanzler der einheiht', 'korruption', 'früherer bundeskanzler', 'ehemaliger kanzler', 'ehemaliger bundeskanzler'];[3, 2, 1, 1, 1, 1, 1, 1, 1];['cdu', 'spendenaffäre', 'bundeskanzler', 'kanzler der einheit', 'integrität', 'vertrauen', 'glaubwürdigkeit', 'eventuell auch ironisch gemeint', 'legende', 'saumagen', 'wendekanzler', 'schutz der spender illegaler gelder', 'glasfaser', 'kupfer', 'kanzler der einheiht', 'dick', 'korruption', 'verheimlichung', 'demokratiefeindlich', 'früherer bundeskanzler', 'cdu-spendenaffäre', 'weiß namen der spender nicht', 'gibt sein ehrenwort', 'ehemaliger kanzler', 'deutschland', 'cdu-mitglied', 'cdu-vorsitzender', 'ex-kanzler', 'vergesslichkeit', 'ex-bundeskanler', 'aß gerne saumagen', 'ehemaliger bundeskanzler', '16 jahre', 'kanzler', 'ehrenwort', 'lüge'];[6, 5, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1];36;[3.0, 2.0, 1.0, 4.0, 2.0, 2.0, 5.0, 3.0, 4.0, 2.0, 4.0, 2.0];2.5;2.833333333;['30-39', '40-49', '30-39', '40-49', '30-39', '30-39', '50-59', '30-39', '60-69', '50-59', '30-39', '30-39'];80;['integrität', 'legende', 'bundeskanzler', 'bundeskanzler', 'kanzler der einheiht', 'korruption', 'früherer bundeskanzler', 'ehemaliger kanzler', 'cdu', 'cdu', 'ehemaliger bundeskanzler', 'cdu'];[['integrität', 'vertrauen', 'glaubwürdigkeit', 'eventuell auch ironisch gemeint'], ['legende', 'saumagen', 'wendekanzler'], ['bundeskanzler', 'cdu', 'spendenaffäre', 'schutz der spender illegaler gelder'], ['bundeskanzler', 'cdu', 'spendenaffäre', 'glasfaser', 'kupfer'], ['kanzler der einheiht', 'cdu', 'dick'], ['korruption', 'verheimlichung', 'demokratiefeindlich'], ['früherer bundeskanzler', 'cdu-spendenaffäre', 'weiß namen der spender nicht', 'gibt sein ehrenwort'], ['ehemaliger kanzler', 'deutschland', 'cdu-mitglied', 'cdu-vorsitzender', 'spendenaffäre'], ['cdu', 'ex-kanzler', 'spendenaffäre', 'vergesslichkeit'], ['cdu', 'ex-bundeskanler', 'kanzler der einheit', 'aß gerne saumagen'], ['ehemaliger bundeskanzler', '16 jahre', 'spendenaffäre', 'kanzler der einheit'], ['cdu', 'kanzler', 'ehrenwort', 'lüge']];15;['30-39', '40-49', '40-49', '30-39', '40-49', '40-49', '30-39', '30-39', '50-59', '30-39', '60-69', '50-59', '30-39', '20-29', '30-39'];prolific
Enteignungs-Kühnert;Kevin Kühnert;['spd', 'wohnungsmangel', 'unseriös', 'wohneigentum', 'grünen-politiker', 'spd politiker', 'vorschlag zur enteignung von großkonzernen'];[5, 1, 1, 1, 1, 1, 1];['spd', 'wohnungsmangel', 'linke politik', 'großkonzerne', 'unseriös', 'fundamentalistisch', 'sozialistisch', 'wohneigentum', 'enteignung', 'vergesellschaftung von wohnraum', 'generalsekretär', 'opportunist', 'grünen-politiker', 'enteignung von großkonzernen', 'demokratischer sozialismus', 'spd politiker', 'plante großbetriebe zu enteignen', 'mitglied des bundestages', 'juso-vorsitzender', 'kollektivierung von unternehmen', 'kurze haare', 'vorsitzender oder generalsekretär?', 'vorschlag zur enteignung von großkonzernen', 'bmw', 'auto', 'juso', 'immobilienhaie', 'mietpreisbremse', 'enteignungen', 'wohnungsbaugesellschaften'];[6, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1];30;[1.0, 5.0, 4.0, 4.0, 2.0, 5.0, 3.0, 3.0, 3.0, 2.0, 0.0];3;2.909090909;['30-39', '40-49', '30-39', '40-49', '50-59', '30-39', '60-69', '50-59', '30-39', '20-29', '30-39'];73.33333333;['wohnungsmangel', 'unseriös', 'wohneigentum', 'spd', 'grünen-politiker', 'spd politiker', 'spd', 'spd', 'vorschlag zur enteignung von großkonzernen', 'spd', 'spd'];[['wohnungsmangel', 'linke politik', 'großkonzerne'], ['unseriös', 'fundamentalistisch', 'sozialistisch'], ['wohneigentum', 'enteignung', 'vergesellschaftung von wohnraum', 'spd'], ['spd', 'generalsekretär', 'opportunist'], ['grünen-politiker', 'enteignung von großkonzernen', 'demokratischer sozialismus'], ['spd politiker', 'plante großbetriebe zu enteignen', 'mitglied des bundestages'], ['spd', 'juso-vorsitzender', 'kollektivierung von unternehmen'], ['spd', 'kurze haare', 'vorsitzender oder generalsekretär?'], ['vorschlag zur enteignung von großkonzernen', 'bmw'], ['spd', 'auto', 'juso'], ['spd', 'immobilienhaie', 'mietpreisbremse', 'enteignungen', 'wohnungsbaugesellschaften']];15;['30-39', '40-49', '40-49', '30-39', '40-49', '40-49', '30-39', '30-39', '50-59', '30-39', '60-69', '50-59', '30-39', '20-29', '30-39'];prolific
FDP-Kubicki;Wolfgang Kubicki;['fdp', 'christian lindner', 'liberale partei', 'prominenter politiker der fdp'];[3, 1, 1, 1];['fdp', 'politik', 'zukunft', 'charismatisch', 'christian lindner', 'schleswig-holstein', 'streitbar', 'anwalt', 'populistisch', 'opposition', 'kritiker covid-maßnahmen', 'liberale partei', 'politisches engagement', 'rechtspolitik', 'freiheitliche demokratische partei', 'prominenter politiker der fdp', 'langjähriges mitglied des deutschen bundestags', 'bekannt für seine pointierten und kontroversen aussagen', 'stellvertretender vorsitzender der fdp', 'häufig in politischen talkshows und diskussionen präsent'];[3, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1];20;[2.0, 3.0, 3.0, 1.0, 2.0, 5.0];2.5;2.666666667;['30-39', '30-39', '60-69', '30-39', '30-39', '30-39'];40;['fdp', 'fdp', 'christian lindner', 'fdp', 'liberale partei', 'prominenter politiker der fdp'];[['fdp', 'politik', 'zukunft'], ['fdp', 'politik', 'charismatisch'], ['christian lindner', 'schleswig-holstein', 'streitbar', 'anwalt'], ['fdp', 'populistisch', 'opposition', 'kritiker covid-maßnahmen'], ['liberale partei', 'politisches engagement', 'rechtspolitik', 'freiheitliche demokratische partei'], ['prominenter politiker der fdp', 'langjähriges mitglied des deutschen bundestags', 'bekannt für seine pointierten und kontroversen aussagen', 'stellvertretender vorsitzender der fdp', 'häufig in politischen talkshows und diskussionen präsent']];15;['30-39', '30-39', '20-29', '50-59', '20-29', '0-19', '30-39', '60-69', '30-39', '20-29', '30-39', '40-49', '30-39', '30-39', '20-29'];prolific
FDP-Lindner;Christian Lindner;['finanzminister', 'wendehals', 'parteivorsitzender', 'fdp-politiker', 'liberal', 'politiker', 'politiker der fdp', 'ist seine partei', 'redet alles besser', 'schnösel', 'eingebildet', 'ekelpaket'];[2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1];['finanzminister', 'parteivorsitzender', 'sylt', 'hochzeit', 'wendehals', 'lügenbaron', 'parteizerstörer', 'machtgeil', 'spitzenkandidat', 'wichtigster mann der fdp', 'fdp-politiker', 'clownfigur', 'unmöglich', 'liberal', 'freiheit', 'schuldenbremse', 'arbeitgeberfreundlich', 'politiker der reichen', 'politiker', 'weltfremd', 'schönling', 'politiker der fdp', 'vertritt die aussagen der partei vehement', 'ist seine partei', 'er ist der vorsitzende', 'redet alles besser', 'lügner', 'feind der bauern', 'schnösel', 'fdp', 'eingebildet', 'überheblich', 'nervig', 'ekelpaket', 'wirtschaftsfreund', 'fdp-vorsitzender'];[4, 2, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1];36;[5.0, 3.0, 5.0, 2.0, 4.0, 4.0, 4.0, 4.0, 2.0, 4.0, 3.0, 5.0, 4.0];4;3.769230769;['30-39', '20-29', '50-59', '30-39', '30-39', '20-29', '30-39', '20-29', '30-39', '20-29', '40-49', '30-39', '60-69'];81.25;['wendehals', 'parteivorsitzender', 'fdp-politiker', 'liberal', 'finanzminister', 'finanzminister', 'politiker', 'politiker der fdp', 'ist seine partei', 'redet alles besser', 'schnösel', 'eingebildet', 'ekelpaket'];[['wendehals', 'lügenbaron', 'parteizerstörer', 'machtgeil'], ['parteivorsitzender', 'spitzenkandidat', 'wichtigster mann der fdp'], ['fdp-politiker', 'clownfigur', 'unmöglich'], ['liberal', 'freiheit', 'finanzminister', 'parteivorsitzender', 'schuldenbremse'], ['finanzminister', 'sylt', 'hochzeit'], ['finanzminister', 'arbeitgeberfreundlich', 'politiker der reichen'], ['politiker', 'weltfremd', 'schönling'], ['politiker der fdp', 'vertritt die aussagen der partei vehement'], ['ist seine partei', 'er ist der vorsitzende'], ['redet alles besser', 'lügner', 'feind der bauern'], ['schnösel', 'fdp', 'hochzeit', 'sylt'], ['eingebildet', 'überheblich', 'nervig'], ['ekelpaket', 'wirtschaftsfreund', 'fdp-vorsitzender', 'finanzminister']];16;['30-39', '30-39', '20-29', '50-59', '30-39', '20-29', '30-39', '30-39', '20-29', '30-39', '20-29', '30-39', '20-29', '40-49', '30-39', '60-69'];prolific
FFP2-Söder;Markus Söder;['corona', 'wendehals', 'trug gerne ffp2 masken', 'unüberlegt', 'coronapandemie', 'ffp2-pflicht', 'corona-masken', 'csu', 'ministerpräsident', 'war ein eklatanter befürworter der ffp2-masken', 'maskenpflicht', 'maskenskandal', 'übergriffig', 'ministerpräsident bayern'];[2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1];['corona', 'maskenpflicht', 'bayern', 'csu', 'wendehals', 'fähnchen im wind', 'lügner', 'trug gerne ffp2 masken', 'war wohl auch in maskenskandale verwickelt', 'unüberlegt', 'betrüger', 'keine ahnung von politik', 'coronapandemie', 'öffentliche verkehrsmittel', 'pandemie', 'ffp2-pflicht', 'maskendeals', 'strenge maßnahmen', 'geld', 'regeln', 'corona-masken', 'maskenaffäre', 'verordnungen', 'ehefrau', 'maskendeal', 'ministerpräsident', 'ende der ffp2-pflicht', 'war ein eklatanter befürworter der ffp2-masken', 'masken in innenräumen', 'maskenskandal', 'übergriffig', 'wichtigtuerisch', 'überheblich', 'ministerpräsident bayern', 'covid-einschränkungen', 'maskenkäufe'];[5, 3, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1];36;[3.0, 4.0, 5.0, 4.0, 2.0, 1.0, 5.0, nan, 5.0, 4.0, 5.0, 3.0, 4.0, 5.0, 2.0];4;;['30-39', '20-29', '50-59', '30-39', '20-29', '30-39', '30-39', '20-29', '30-39', '20-29', '30-39', '20-29', '40-49', '30-39', '60-69'];93.75;['wendehals', 'trug gerne ffp2 masken', 'unüberlegt', 'coronapandemie', 'corona', 'ffp2-pflicht', 'corona', 'corona-masken', 'csu', 'ministerpräsident', 'war ein eklatanter befürworter der ffp2-masken', 'maskenpflicht', 'maskenskandal', 'übergriffig', 'ministerpräsident bayern'];[['wendehals', 'fähnchen im wind', 'lügner'], ['trug gerne ffp2 masken', 'war wohl auch in maskenskandale verwickelt'], ['unüberlegt', 'betrüger', 'keine ahnung von politik'], ['coronapandemie', 'bayern', 'öffentliche verkehrsmittel', 'csu'], ['corona', 'maskenpflicht', 'pandemie'], ['ffp2-pflicht', 'maskendeals', 'strenge maßnahmen', 'corona'], ['corona', 'geld', 'regeln'], ['corona-masken', 'maskenaffäre', 'verordnungen'], ['csu', 'ehefrau', 'maskendeal'], ['ministerpräsident', 'ende der ffp2-pflicht', 'corona'], ['war ein eklatanter befürworter der ffp2-masken'], ['maskenpflicht', 'masken in innenräumen'], ['maskenskandal', 'corona', 'bayern'], ['übergriffig', 'wichtigtuerisch', 'überheblich'], ['ministerpräsident bayern', 'covid-einschränkungen', 'maskenpflicht', 'maskenkäufe']];16;['30-39', '30-39', '20-29', '50-59', '30-39', '20-29', '30-39', '30-39', '20-29', '30-39', '20-29', '30-39', '20-29', '40-49', '30-39', '60-69'];prolific
FPÖ-Strache;Heinz-Christian Strache;['österreich', 'österreichischer politiker', 'mallorca'];[2, 1, 1];['österreich', 'österreichischer politiker', 'mallorca', 'video', 'rechts', 'ibiza-video', 'fpö', 'konservativ'];[2, 1, 1, 1, 1, 1, 1, 1];8;[4.0, 4.0, 5.0, 2.0];4;3.75;['30-39', '40-49', '40-49', '50-59'];26.66666667;['österreichischer politiker', 'mallorca', 'österreich', 'österreich'];[['österreichischer politiker'], ['mallorca', 'video', 'rechts'], ['österreich', 'ibiza-video', 'fpö'], ['österreich', 'konservativ']];15;['20-29', '30-39', '30-39', '30-39', '40-49', '50-59', '40-49', '30-39', '40-49', '30-39', '50-59', '60-69', '70+', '20-29', '50-59'];prolific
Facebook-Seehofer;Horst Seehofer;['bayern', 'cdu', 'wollte mehr kontrolle haben in den sozialen medien', 'politiker'];[1, 1, 1, 1];['bayern', 'csu', 'bierzelt', 'cdu', 'bundestag', 'neoliberal', 'wollte mehr kontrolle haben in den sozialen medien', 'bundesinnenminister', 'politiker', 'digital', 'junggeblieben'];[2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1];11;[3.0, 5.0, 2.0, 4.0];3.5;3.5;['30-39', '40-49', '40-49', '30-39'];26.66666667;['bayern', 'cdu', 'wollte mehr kontrolle haben in den sozialen medien', 'politiker'];[['bayern', 'csu', 'bierzelt'], ['cdu', 'bundestag', 'neoliberal'], ['wollte mehr kontrolle haben in den sozialen medien', 'bundesinnenminister', 'bayern'], ['politiker', 'csu', 'digital', 'junggeblieben']];15;['30-39', '60-69', '40-49', '20-29', '50-59', '40-49', '40-49', '40-49', '30-39', '20-29', '30-39', '30-39', '20-29', '20-29', '20-29'];prolific
Ferkel-Merkel;Angela Merkel;['kanzlerin', 'lustig', 'lügnerin', 'frühere bundeskanzlerin', 'bundeskanzlerin', 'verhält sich wie ein schwein', 'fett', 'ernst', 'wikipedia-witz'];[2, 1, 1, 1, 1, 1, 1, 1, 1];['bundeskanzlerin', 'lügnerin', 'cdu', 'kanzlerin', 'lustig', 'lahme frau', 'christdemokratin', 'schande für unser land', 'kriegstreiberin', 'frühere bundeskanzlerin', 'schwein', 'negativ', 'beleidigend', 'mutti', 'raute', 'schweinekopf', 'beleidigungen', 'verhält sich wie ein schwein', 'schweinskopf', 'fett', 'schlechtes verhalten', 'schmuddelig', 'ischia', 'corona', 'ernst', 'streng', 'selbstüberzeugt', 'wikipedia-witz', 'altbundeskanzler', 'kernkraftausstieg'];[3, 2, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1];30;[5.0, 5.0, 2.0, 4.0, 1.0, 1.0, 2.0, 2.0, 2.0, 1.0];2;2.5;['30-39', '50-59', '20-29', '30-39', '30-39', '20-29', '20-29', '40-49', '30-39', '60-69'];62.5;['lustig', 'lügnerin', 'frühere bundeskanzlerin', 'bundeskanzlerin', 'kanzlerin', 'verhält sich wie ein schwein', 'fett', 'kanzlerin', 'ernst', 'wikipedia-witz'];[['lustig', 'lahme frau', 'bundeskanzlerin', 'christdemokratin'], ['lügnerin', 'schande für unser land', 'kriegstreiberin'], ['frühere bundeskanzlerin', 'schwein', 'negativ', 'beleidigend'], ['bundeskanzlerin', 'mutti', 'cdu', 'raute'], ['kanzlerin', 'schweinekopf', 'beleidigungen'], ['verhält sich wie ein schwein', 'bundeskanzlerin', 'schweinskopf', 'lügnerin'], ['fett', 'schlechtes verhalten', 'schmuddelig'], ['kanzlerin', 'cdu', 'ischia', 'corona'], ['ernst', 'streng', 'selbstüberzeugt'], ['wikipedia-witz', 'altbundeskanzler', 'kernkraftausstieg']];16;['30-39', '30-39', '20-29', '50-59', '30-39', '20-29', '30-39', '30-39', '20-29', '30-39', '20-29', '30-39', '20-29', '40-49', '30-39', '60-69'];prolific
Flexi-Merkel;Angela Merkel;['bundeskanzlerin', 'inkonsistent', 'flexibel', 'cdu', 'zentristisch'];[2, 1, 1, 1, 1];['flexibel', 'bundeskanzlerin', 'inkonsistent', 'kanzlerin', 'neutral in politik', 'unentschlossen', 'cdu', 'neoliberal', 'neoklassikerin', 'wollte mehr kompromisse machen mit russland und allen', 'nachgiebig', 'prinzipienlos', 'schwach', 'zentristisch', 'anpassungsfähig', 'konservativ', 'opportunistisch'];[3, 3, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1];17;[3.0, 1.0, 5.0, 0.0, 4.0, 4.0];3.5;2.833333333;['30-39', '20-29', '40-49', '40-49', '30-39', '20-29'];40;['inkonsistent', 'flexibel', 'cdu', 'bundeskanzlerin', 'bundeskanzlerin', 'zentristisch'];[['inkonsistent', 'flexibel', 'kanzlerin'], ['flexibel', 'neutral in politik', 'unentschlossen'], ['cdu', 'bundeskanzlerin', 'neoliberal', 'neoklassikerin'], ['bundeskanzlerin', 'wollte mehr kompromisse machen mit russland und allen'], ['bundeskanzlerin', 'flexibel', 'nachgiebig', 'prinzipienlos', 'schwach'], ['zentristisch', 'anpassungsfähig', 'konservativ', 'opportunistisch']];15;['30-39', '60-69', '40-49', '20-29', '50-59', '40-49', '40-49', '40-49', '30-39', '20-29', '30-39', '30-39', '20-29', '20-29', '20-29'];prolific
Flüchtlings-Merkel;Angela Merkel;['cdu', 'flüchtlingskrise', '2015', 'mama merkel', 'bundeskanzlerin', 'sogenannte flüchtlingskrise 2015', '2015 politik der offenen grenzen', 'unruhen', 'frühere deutsche bundeskanzlerin', 'ehemalige deutsche kanzlerin', 'ehemalige bundeskanzlerin'];[3, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1];"['flüchtlingskrise', 'cdu', 'wir schaffen das', '2015', 'bundeskanzlerin', 'hilfsbereitschaft', 'humanitäre politik', 'willkommenskultur', 'mama merkel', 'wir schaffen das!', 'flüchtlingswelle', 'heißt flüchtlinge willkommen', 'wilkommenskultur', 'mismanagement', 'überforderung der politik', 'türkei-deal', 'neoliberal', 'sogenannte flüchtlingskrise 2015', '2015 politik der offenen grenzen', 'refugees welcome', 'flüchtlinge', 'unruhen', 'spaltend', 'unvorbereitet', 'inkonsequent', 'frühere deutsche bundeskanzlerin', 'ehemalige deutsche kanzlerin', 'flüchtlingskrise in deutschland', 'cdu-vorsitzende', 'ex-kanzlerin', '""wir schaffen das!""', 'ex-bundeskanlerin', 'hand zur raute gemacht', 'ehemalige bundeskanzlerin', 'öffnen der grenzen während der flüchtlingskrise 2015/2016', 'wir schaffend das', 'humanitärer akt', 'migration', 'wir haben platz', 'kanzlerin', 'silvesterkrawalle']";[7, 5, 5, 3, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1];41;[1, 2, 2, 1, 5, 3, 3, 0, 4, 3, 2, 4, 0, 2, 2];2;2.266666667;['30-39', '40-49', '40-49', '30-39', '40-49', '40-49', '30-39', '30-39', '50-59', '30-39', '60-69', '50-59', '30-39', '20-29', '30-39'];100;['flüchtlingskrise', 'mama merkel', 'bundeskanzlerin', '2015', 'cdu', 'sogenannte flüchtlingskrise 2015', '2015 politik der offenen grenzen', 'unruhen', 'frühere deutsche bundeskanzlerin', 'ehemalige deutsche kanzlerin', 'cdu', 'cdu', 'ehemalige bundeskanzlerin', 'flüchtlingskrise', '2015'];"[['flüchtlingskrise', 'hilfsbereitschaft', 'humanitäre politik', 'willkommenskultur'], ['mama merkel', 'flüchtlingskrise', 'wir schaffen das!'], ['bundeskanzlerin', 'cdu', 'flüchtlingswelle', '2015', 'heißt flüchtlinge willkommen', 'wir schaffen das'], ['2015', 'flüchtlingskrise', 'wir schaffen das', 'wilkommenskultur', 'mismanagement', 'überforderung der politik'], ['cdu', 'bundeskanzlerin', 'türkei-deal', 'neoliberal'], ['sogenannte flüchtlingskrise 2015'], ['2015 politik der offenen grenzen', 'refugees welcome', 'flüchtlinge'], ['unruhen', 'spaltend', 'unvorbereitet', 'inkonsequent'], ['frühere deutsche bundeskanzlerin', 'flüchtlingskrise', 'wir schaffen das'], ['ehemalige deutsche kanzlerin', 'flüchtlingskrise in deutschland', 'cdu-vorsitzende'], ['cdu', 'ex-kanzlerin', 'flüchtlingskrise', '""wir schaffen das!""'], ['cdu', 'ex-bundeskanlerin', 'wir schaffen das', 'hand zur raute gemacht'], ['ehemalige bundeskanzlerin', 'öffnen der grenzen während der flüchtlingskrise 2015/2016', 'wir schaffend das', 'humanitärer akt'], ['flüchtlingskrise', 'migration', 'wir haben platz'], ['2015', 'flüchtlingskrise', 'kanzlerin', 'cdu', 'wir schaffen das', 'silvesterkrawalle']]";15;['30-39', '40-49', '40-49', '30-39', '40-49', '40-49', '30-39', '30-39', '50-59', '30-39', '60-69', '50-59', '30-39', '20-29', '30-39'];prolific
Folter-Bush;George Bush;['guantanamo', 'kriegstreiber', 'ehemaliger us-präsident', 'weil bush in guantanamo unschuldige foltern ließ', 'wusste bescheid', '9/11', 'amerika', 'ehemaliger präsident usa'];[2, 1, 1, 1, 1, 1, 1, 1];['guantanamo', '9/11', 'völkerrechtswidrige angriffskriege', 'afghanistan', 'irak-lüge', 'kriegstreiber', 'ließ menschen foltern', 'perverser', 'ehemaliger us-präsident', 'folter', 'gefangene', 'menschenrecht', 'präsident', 'weil bush in guantanamo unschuldige foltern ließ', 'wusste bescheid', 'unmoralisch', 'grausam', 'guantamo', 'irak', 'amerika', 'president', 'terror', 'ehemaliger präsident usa', 'befürworter von folter', 'inkompetent', 'irakkrieg'];[2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1];26;[5.0, 5.0, 4.0, 5.0, 5.0, 3.0, 3.0, 4.0, 4.0];4;4.222222222;['20-29', '50-59', '20-29', '30-39', '30-39', '20-29', '40-49', '30-39', '60-69'];56.25;['guantanamo', 'kriegstreiber', 'ehemaliger us-präsident', 'guantanamo', 'weil bush in guantanamo unschuldige foltern ließ', 'wusste bescheid', '9/11', 'amerika', 'ehemaliger präsident usa'];[['guantanamo', 'völkerrechtswidrige angriffskriege', 'afghanistan', 'irak-lüge'], ['kriegstreiber', 'ließ menschen foltern', 'perverser'], ['ehemaliger us-präsident', 'folter', 'gefangene', '9/11'], ['guantanamo', 'menschenrecht', 'präsident'], ['weil bush in guantanamo unschuldige foltern ließ'], ['wusste bescheid', 'unmoralisch', 'grausam'], ['9/11', 'guantamo', 'irak'], ['amerika', 'president', 'terror'], ['ehemaliger präsident usa', 'befürworter von folter', 'inkompetent', 'irakkrieg']];16;['30-39', '30-39', '20-29', '50-59', '30-39', '20-29', '30-39', '30-39', '20-29', '30-39', '20-29', '30-39', '20-29', '40-49', '30-39', '60-69'];prolific
Fukushima-Merkel;Angela Merkel;['bundeskanzlerin', 'japan', 'wendehals', 'fukushima-katastrophe', 'hinterläßt verwüstung', 'frühere kanzlerin', 'hilfsbereit', 'kernkraftausstieg'];[2, 2, 1, 1, 1, 1, 1, 1];['bundeskanzlerin', 'atomausstieg', 'japan', 'cdu', 'hin-und-her in der atomkraft-politik', 'erst verlängerung dann verkürzung', 'wendehals', 'lügnerin', 'lässt sich leicht verrückt machen', 'fukushima-katastrophe', 'abrupte energiewende', 'hinterläßt verwüstung', 'unlogisches handeln', 'nicht tragbar', 'atomunglück', 'frühere kanzlerin', 'atomkraftwerk in fukushima', 'reaktorgau', 'strahlung', 'ausbruch', 'katastrophe', 'spricht sich nach fukushima gegen atomkraft aus', 'atomkraftgegnerin', 'hilfsbereit', 'stur', 'kanzler', 'kernkraftausstieg', 'tsunami mit anschließender havarie von fukushima daiichi'];[3, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1];28;[5.0, 5.0, 1.0, 5.0, 2.0, 2.0, 1.0, 1.0, 2.0, 1.0];2;2.5;['30-39', '30-39', '20-29', '50-59', '30-39', '20-29', '30-39', '20-29', '30-39', '60-69'];62.5;['bundeskanzlerin', 'wendehals', 'fukushima-katastrophe', 'hinterläßt verwüstung', 'japan', 'frühere kanzlerin', 'japan', 'bundeskanzlerin', 'hilfsbereit', 'kernkraftausstieg'];[['bundeskanzlerin', 'cdu', 'hin-und-her in der atomkraft-politik', 'erst verlängerung dann verkürzung'], ['wendehals', 'lügnerin', 'lässt sich leicht verrückt machen'], ['fukushima-katastrophe', 'atomausstieg', 'abrupte energiewende'], ['hinterläßt verwüstung', 'unlogisches handeln', 'nicht tragbar'], ['japan', 'atomunglück', 'bundeskanzlerin'], ['frühere kanzlerin', 'atomkraftwerk in fukushima', 'reaktorgau', 'strahlung'], ['japan', 'ausbruch', 'katastrophe', 'atomausstieg'], ['bundeskanzlerin', 'spricht sich nach fukushima gegen atomkraft aus', 'atomkraftgegnerin'], ['hilfsbereit', 'stur', 'kanzler'], ['kernkraftausstieg', 'tsunami mit anschließender havarie von fukushima daiichi']];16;['30-39', '30-39', '20-29', '50-59', '30-39', '20-29', '30-39', '30-39', '20-29', '30-39', '20-29', '30-39', '20-29', '40-49', '30-39', '60-69'];prolific
